emergency_month1,emergency_month2,emergency_month3,emergency_month4,emergency_month5,emergency_month6,emergency_month7,emergency_month8,emergency_month9,emergency_month10,emergency_month11,emergency_month12,emergency_night,emergency_evening,emergency_afternoon,emergency_morning,emergency_dawn
4.3604075e-21,1.2401374067246639e-21,1.391244381920842e-07,0.043132662773132324,0.0018518269062042236,9.090186242621812e-11,0.9977649450302124,1.0825868847208486e-11,1.2255200906142278e-15,0.0,0.0,1.745916662122063e-26,0.0003377199172973633,0.058116525411605835,0.6011047959327698,0.5776285529136658,1.3671967735717772e-07
0.95407486,0.9203705191612244,0.35917460918426514,0.11318883299827576,0.22693639993667603,0.9982682466506958,1.0,0.9224938154220581,0.9830179214477539,0.2608189880847931,0.8984375,0.9438205361366272,0.945530891418457,0.9495142698287964,0.9520021677017212,0.9999638795852661,0.4254102110862732
4.1018382e-13,1.8441126403700991e-10,0.00021216273307800293,0.020661234855651855,0.1873520314693451,6.94742469511267e-20,0.9998818635940552,0.0001297295093536377,0.8639055490493774,9.845027761912206e-07,5.796715996098101e-08,8.354737346394359e-09,0.9524519443511963,7.68122190493159e-05,0.9520021677017212,0.4884081780910492,0.16549363732337952
1.1745403e-12,8.181403245544061e-06,1.3345498928174493e-06,0.00012475252151489258,3.2582129279035144e-06,8.446887165564838e-35,1.669065596843211e-08,2.489453125386438e-16,1.9457893204609485e-24,0.0,0.0,1.5394362697019655e-36,9.697396110400428e-24,1.857719666986668e-07,0.0025672316551208496,5.794164800732027e-11,5.721340826491718e-27
0.0016572773,2.9877134100075864e-09,8.26008346166418e-08,0.04655620455741882,0.018149763345718384,0.0004886090755462646,0.02493193745613098,0.005773991346359253,2.5527814237480406e-11,1.4005639638499379e-13,6.625277468797725e-22,2.5629914857105973e-12,0.00025203824043273926,0.2388390600681305,0.9008504152297974,0.26794371008872986,0.0003228187561035156
0.018629074,8.658315899098476e-14,3.14438329951372e-05,1.864218938862905e-05,0.00035449862480163574,0.0,7.276762371144879e-26,1.2224148355398633e-23,6.544248705839298e-21,0.0,0.0,1.286925427335106e-12,3.933469372441323e-08,0.04553842544555664,0.00038185715675354004,3.3883432479342446e-05,3.1960498745320365e-06
5.1001357e-33,0.0,5.68248924537329e-06,0.05800145864486694,0.9999998807907104,6.496544665424153e-05,1.6015490045262482e-09,8.483204373341269e-15,6.1801720221410505e-06,0.0,0.0,7.083416208459626e-37,0.9491833448410034,0.996668815612793,4.5751352706346893e-10,1.046787656378001e-05,0.09189489483833313
2.5038222e-18,8.664992374099294e-21,2.073316863970831e-06,4.0491531905217926e-08,0.28788986802101135,0.005557507276535034,0.0033365190029144287,9.504093759460375e-05,1.2248860059571598e-07,0.0,0.0,2.7407018295975474e-28,1.4957878192944918e-05,0.062062978744506836,5.32215622683907e-08,0.00019052624702453613,1.2657388470671549e-09
0.0,0.0,6.849742995029828e-12,8.073923254414694e-07,0.9999880790710449,2.4853748181342433e-22,6.387066378010786e-07,1.3296552627574869e-30,7.466840024039035e-29,0.0,0.0,0.0,1.2867546128644003e-18,0.03311672806739807,0.9520021677017212,3.905076084720349e-07,3.6636626891961566e-12
8.0334826e-30,2.5095455486778383e-29,1.2372566970952903e-07,0.005208313465118408,0.9378966093063354,0.0005716085433959961,0.0006020963191986084,0.8625280857086182,1.584351048222743e-05,0.0,0.0,0.0,2.8122167350375094e-07,0.7584322690963745,0.46885302662849426,0.0009224414825439453,4.333167424874773e-08
6.103085e-18,1.7052522691274798e-25,4.066264686075627e-12,2.005864629950338e-08,1.135998218160239e-06,8.918851768235925e-12,2.528089316911064e-05,0.9472978115081787,1.4495451280266414e-12,6.3493472632347725e-12,5.318637041063311e-26,2.7363003649235016e-23,2.2423367687391532e-14,3.325846487101103e-09,0.7260929346084595,8.367547707166523e-06,1.0508846015611084e-09
3.4723845e-32,2.0754579373261997e-24,3.4541207671878738e-09,0.049076586961746216,5.981670625487823e-08,0.9999656677246094,1.705644336880141e-08,9.571740034529584e-24,5.291265097184805e-06,0.0,0.0,3.17227632382963e-30,0.9715703725814819,0.9999964833259583,2.2233282379602315e-06,4.964431304737248e-15,1.5379180567931527e-11
6.027675e-20,1.5446410240417064e-15,4.493763139379325e-09,0.0005133152008056641,4.339640897067093e-13,1.0,9.029407430083403e-12,1.8603462876853882e-06,5.246237525162418e-18,0.0,0.0,3.025856768429699e-35,0.07055091857910156,0.00031185150146484375,1.0980377282976406e-06,0.9904686212539673,4.905663006891936e-13
7.047098e-26,1.873819804583644e-23,1.4577481124433689e-06,0.01460719108581543,0.020921379327774048,0.9973481893539429,2.783297758934822e-10,4.1007440093225134e-20,3.0124331917846803e-09,0.0,0.0,8.426051947016598e-38,0.0005301535129547119,0.0031704604625701904,0.9281579256057739,9.611112253282705e-12,0.0026062428951263428
0.2921005,0.12685167789459229,8.033469498514023e-07,0.020551443099975586,0.041098564863204956,0.9968335628509521,0.5418753027915955,3.8936934288358316e-05,0.8081668615341187,0.05167672038078308,0.9503337144851685,0.9994118213653564,0.9606651067733765,0.9765311479568481,0.735478937625885,0.9995877742767334,0.00019624829292297363
0.0488908,3.203950655006338e-06,5.0051610855916806e-08,0.002563297748565674,0.029664963483810425,0.9995191097259521,0.005874514579772949,8.155283467203844e-06,0.003069639205932617,0.02014055848121643,7.355546131293522e-06,7.04468311596429e-06,4.213672966102422e-09,0.19314619898796082,0.9477481842041016,0.6742990612983704,7.99461759015685e-06
0.99999106,0.9257721900939941,0.9999996423721313,0.949950098991394,0.014580309391021729,0.9982130527496338,0.9999744892120361,0.9999980330467224,0.9281036257743835,0.9999947547912598,0.9979252815246582,0.9642059206962585,0.01026490330696106,0.9996991157531738,0.9520021677017212,0.9999880790710449,1.0
2.3259574e-07,1.7763627374600688e-11,6.309692351935681e-11,1.4763487570235156e-06,3.3945303584914654e-05,0.9989637732505798,0.9901769757270813,0.9999160170555115,0.8590518832206726,0.8806813359260559,2.0189314454910345e-05,3.484220066821566e-17,0.9674950838088989,0.022632449865341187,0.93796706199646,0.9999970197677612,2.8967997423023917e-05
2.1831784e-13,0.0004762411117553711,1.1871809135755029e-07,0.0029560327529907227,0.2122035026550293,8.834166465021553e-08,0.9996165037155151,1.242363367737198e-07,0.004456639289855957,0.8615715503692627,7.908992905036882e-12,1.6211755245534865e-13,3.46986606114541e-11,0.5877335071563721,0.8238105177879333,0.9999257326126099,7.135194755392149e-05
0.045826823,0.030626952648162842,0.9288021326065063,0.004955887794494629,0.02405679225921631,0.999226987361908,0.9996950626373291,0.019385337829589844,0.1696305274963379,0.006838381290435791,0.9759126305580139,0.005142718553543091,0.027799278497695923,0.9253033399581909,0.9520021677017212,0.9998840093612671,0.10299956798553467
0.0012184083,0.0598735511302948,0.018861442804336548,0.004641354084014893,0.004436790943145752,0.9926875233650208,0.14686468243598938,0.726760983467102,0.14205968379974365,0.000686943531036377,0.42426156997680664,0.005911290645599365,0.8630551099777222,0.8527480363845825,0.8631761074066162,0.99956214427948,0.0011474192142486572
