"call_id";"doll_id";"user_id";"call_confirm";"call_year";"call_month";"call_day";"call_hour"
135;128257;7443;0;2020;6;9;17
136;128085;7609;0;2020;6;9;20
137;128085;7954;0;2020;6;9;20
138;128162;7959;0;2020;6;9;21
139;128172;7443;0;2020;6;10;9
140;128257;7443;0;2020;6;10;10
141;128284;7443;0;2020;6;10;10
142;128257;7443;0;2020;6;10;10
143;128085;7609;0;2020;6;10;10
144;128085;7954;0;2020;6;10;10
145;128285;7443;0;2020;6;10;11
146;128285;7443;0;2020;6;10;11
147;128266;7974;0;2020;6;11;9
148;128085;7609;0;2020;6;11;10
149;128085;7954;0;2020;6;11;10
150;128257;7443;0;2020;6;11;10
151;128270;7974;0;2020;6;11;19
152;128270;7974;0;2020;6;11;19
153;128085;7609;0;2020;6;11;19
154;128085;7954;0;2020;6;11;19
155;128257;7443;0;2020;6;12;16
156;128294;7949;0;2020;6;13;15
157;128123;7609;0;2020;6;13;18
158;128123;7942;0;2020;6;13;18
159;128130;7947;0;2020;6;14;16
160;128085;7609;0;2020;6;14;20
161;128085;7954;0;2020;6;14;20
162;128296;7443;0;2020;6;15;15
163;128296;7443;0;2020;6;15;15
164;128251;7443;0;2020;6;16;6
165;128251;7972;0;2020;6;16;6
166;128293;7977;0;2020;6;16;11
167;128085;7609;0;2020;6;17;12
168;128085;7954;0;2020;6;17;12
169;128130;7947;0;2020;6;17;12
170;128296;7443;0;2020;6;17;13
171;128297;7982;0;2020;6;17;16
172;128081;7609;0;2020;6;17;21
173;128081;7953;0;2020;6;17;21
174;128085;7609;0;2020;6;18;5
175;128085;7954;0;2020;6;18;5
176;128316;7987;0;2020;6;18;9
177;128315;7982;0;2020;6;18;14
178;128296;7443;0;2020;6;18;14
179;128317;7959;0;2020;6;18;15
180;126404;7544;0;2020;6;19;13
181;126389;7544;0;2020;6;19;13
182;127367;7543;0;2020;6;19;13
183;127367;7699;0;2020;6;19;13
184;128323;7949;0;2020;6;19;14
185;128319;7959;0;2020;6;19;18
186;128317;7959;0;2020;6;19;20
187;128317;7988;0;2020;6;19;20
188;128270;7974;0;2020;6;19;20
189;128291;7585;0;2020;6;19;21
190;128291;7838;0;2020;6;19;21
191;128319;7959;0;2020;6;19;22
192;128270;7974;0;2020;6;19;23
193;128270;7974;0;2020;6;19;23
194;128270;7974;0;2020;6;19;23
195;128270;7974;0;2020;6;19;23
196;128270;7974;0;2020;6;19;23
197;128270;7974;0;2020;6;19;23
198;128270;7974;0;2020;6;19;23
199;128270;7974;0;2020;6;19;23
200;128270;7974;0;2020;6;19;23
201;128270;7974;0;2020;6;19;23
202;128270;7974;0;2020;6;20;10
203;128270;7974;0;2020;6;20;10
204;128270;7974;0;2020;6;20;10
205;128270;7974;0;2020;6;20;10
206;128270;7974;0;2020;6;20;11
207;128270;7974;0;2020;6;20;12
208;128319;7959;0;2020;6;20;14
209;128123;7609;0;2020;6;20;18
210;128123;7942;0;2020;6;20;18
211;128130;7947;0;2020;6;20;19
212;128251;7443;0;2020;6;21;7
213;128251;7972;0;2020;6;21;7
214;128251;7443;0;2020;6;21;7
215;128251;7972;0;2020;6;21;7
216;128251;7443;0;2020;6;21;7
217;128251;7972;0;2020;6;21;7
218;128251;7443;0;2020;6;21;7
219;128251;7972;0;2020;6;21;7
220;128320;7962;0;2020;6;21;12
221;128081;7609;0;2020;6;21;21
222;128081;7953;0;2020;6;21;21
223;128291;7585;0;2020;6;21;21
224;128291;7838;0;2020;6;21;21
225;128111;7937;0;2020;6;21;22
226;128162;7959;0;2020;6;22;20
227;128291;7585;0;2020;6;22;21
228;128291;7838;0;2020;6;22;21
229;128291;7585;0;2020;6;23;21
230;128291;7838;0;2020;6;23;21
231;128318;7959;0;2020;6;23;22
232;128284;7443;0;2020;6;24;10
233;128336;7982;0;2020;6;24;10
234;128337;7443;0;2020;6;24;11
235;128297;7982;0;2020;6;24;14
236;128297;7982;0;2020;6;24;14
237;128296;7443;0;2020;6;24;14
238;128297;7982;0;2020;6;24;14
239;128297;7982;0;2020;6;24;14
240;128297;7982;0;2020;6;24;14
241;128317;7959;0;2020;6;24;15
242;128317;7988;0;2020;6;24;15
243;128085;7609;0;2020;6;24;19
244;128085;7954;0;2020;6;24;19
245;128319;7959;0;2020;6;24;20
246;128284;7443;0;2020;6;25;10
247;128284;7443;0;2020;6;25;10
248;128356;7429;0;2020;6;25;10
249;128162;7959;0;2020;6;25;15
250;128285;7443;0;2020;6;25;16
251;126858;7443;0;2020;6;25;17
252;127234;7582;0;2020;6;25;17
253;127234;7582;0;2020;6;25;17
254;128386;7443;0;2020;6;25;18
255;128336;7982;0;2020;6;25;21
256;128336;7982;0;2020;6;25;21
257;128336;7982;0;2020;6;25;21
258;128336;7982;0;2020;6;26;7
259;128336;7982;0;2020;6;26;7
260;128336;7982;0;2020;6;26;7
261;128336;7982;0;2020;6;26;7
262;128336;7982;0;2020;6;26;7
263;128336;7982;0;2020;6;26;7
264;128336;7982;0;2020;6;26;7
265;128336;7982;0;2020;6;26;7
266;128336;7982;0;2020;6;26;8
267;128336;7982;0;2020;6;26;8
268;128336;7982;0;2020;6;26;8
269;128406;7830;0;2020;6;26;8
270;128406;7830;0;2020;6;26;8
271;128336;7982;0;2020;6;26;9
272;128362;7443;0;2020;6;26;10
273;128360;7429;0;2020;6;26;10
274;128336;7982;0;2020;6;26;10
275;128336;7982;0;2020;6;26;10
276;128381;7443;0;2020;6;26;11
277;128336;7982;0;2020;6;26;12
278;128088;7930;0;2020;6;26;13
279;128088;7930;0;2020;6;26;13
280;128396;7443;0;2020;6;26;14
281;128408;8012;0;2020;6;26;14
282;128408;8012;0;2020;6;26;14
283;128336;7982;0;2020;6;26;15
284;128336;7982;0;2020;6;26;15
285;128336;7982;0;2020;6;26;15
286;128336;7982;0;2020;6;26;15
287;128336;7982;0;2020;6;26;15
288;128336;7982;0;2020;6;26;16
289;128336;7982;0;2020;6;26;16
290;128336;7982;0;2020;6;26;18
291;128336;7982;0;2020;6;26;18
292;128319;7959;0;2020;6;26;21
293;128336;7982;0;2020;6;26;22
294;128336;7982;0;2020;6;27;8
295;128336;7982;0;2020;6;27;8
296;128407;7962;0;2020;6;27;8
297;128336;7982;0;2020;6;27;9
298;128407;7962;0;2020;6;27;10
299;128336;7982;0;2020;6;27;10
300;128336;7982;0;2020;6;27;10
301;128336;7982;0;2020;6;27;16
302;128336;7982;0;2020;6;27;17
303;128336;7982;0;2020;6;27;17
304;128336;7982;0;2020;6;27;17
305;128317;7959;0;2020;6;27;18
306;128317;7988;0;2020;6;27;18
307;128407;7962;0;2020;6;27;19
308;128363;7443;0;2020;6;27;22
309;128336;7982;0;2020;6;28;9
310;128336;7982;0;2020;6;28;15
311;128336;7982;0;2020;6;28;15
312;128336;7982;0;2020;6;28;16
313;128291;7585;0;2020;6;28;21
314;128291;7838;0;2020;6;28;21
315;128408;8012;0;2020;6;29;9
316;128408;8012;0;2020;6;29;10
317;128336;7982;0;2020;6;29;12
318;128360;7429;0;2020;6;29;13
319;128336;7982;0;2020;6;29;19
320;128336;7982;0;2020;6;29;19
321;128336;7982;0;2020;6;30;8
322;128251;7443;0;2020;6;30;8
323;128251;7972;0;2020;6;30;8
324;128336;7982;0;2020;6;30;9
325;128336;7982;0;2020;6;30;10
326;128336;7982;0;2020;6;30;10
327;128336;7982;0;2020;6;30;10
328;128336;7982;0;2020;6;30;10
329;128336;7982;0;2020;6;30;10
330;128336;7982;0;2020;6;30;10
331;128409;7747;0;2020;6;30;13
332;128360;7429;0;2020;6;30;15
333;128360;7429;0;2020;6;30;15
334;128316;7987;0;2020;6;30;15
335;128316;7987;0;2020;6;30;15
336;128317;7959;0;2020;6;30;17
337;128317;7988;0;2020;6;30;17
338;128407;7962;0;2020;6;30;19
339;128291;7585;0;2020;6;30;21
340;128291;7838;0;2020;6;30;21
341;128088;7930;0;2020;7;1;7
342;128264;7974;0;2020;7;1;11
343;128317;7959;0;2020;7;1;11
344;128317;7988;0;2020;7;1;11
345;128407;7962;0;2020;7;1;18
346;128407;7962;0;2020;7;1;19
347;128336;7982;0;2020;7;2;9
348;128443;7982;0;2020;7;2;10
349;128441;7443;0;2020;7;2;11
350;128441;7443;0;2020;7;2;11
351;128448;8017;0;2020;7;2;15
352;128444;7443;0;2020;7;2;16
353;128336;7982;0;2020;7;2;16
354;128451;7987;0;2020;7;2;16
355;128407;7962;0;2020;7;2;19
356;128291;7585;0;2020;7;2;21
357;128291;7838;0;2020;7;2;21
358;128336;7982;0;2020;7;2;22
359;128443;7982;0;2020;7;3;7
360;128407;7962;0;2020;7;3;8
361;127434;7722;0;2020;7;3;9
362;128336;7982;0;2020;7;3;10
363;128336;7982;0;2020;7;3;11
364;126692;7939;0;2020;7;3;11
365;126692;7895;0;2020;7;3;11
366;126692;7896;0;2020;7;3;11
367;128336;7982;0;2020;7;3;11
368;128336;7982;0;2020;7;3;11
369;128336;7982;0;2020;7;3;11
370;128336;7982;0;2020;7;3;11
371;128012;7586;0;2020;7;3;11
372;128012;7896;0;2020;7;3;11
373;128012;7556;0;2020;7;3;11
374;126693;7586;0;2020;7;3;11
375;126693;7904;0;2020;7;3;11
376;126693;7906;0;2020;7;3;11
377;126693;7565;0;2020;7;3;11
378;126655;7586;0;2020;7;3;12
379;126655;7904;0;2020;7;3;12
380;126655;7906;0;2020;7;3;12
381;126655;7913;0;2020;7;3;12
382;128336;7982;0;2020;7;3;13
383;128336;7982;0;2020;7;3;13
384;128336;7982;0;2020;7;3;13
385;128336;7982;0;2020;7;3;13
386;128336;7982;0;2020;7;3;13
387;128336;7982;0;2020;7;3;13
388;128336;7982;0;2020;7;3;13
389;126598;7586;0;2020;7;3;13
390;126598;7904;0;2020;7;3;13
391;126598;7906;0;2020;7;3;13
392;126598;7908;0;2020;7;3;13
393;126931;7586;0;2020;7;3;13
394;126931;7907;0;2020;7;3;13
395;126931;7904;0;2020;7;3;13
396;126931;7906;0;2020;7;3;13
397;126900;7586;0;2020;7;3;14
398;126900;7904;0;2020;7;3;14
399;126655;7586;0;2020;7;3;14
400;126655;7904;0;2020;7;3;14
401;126655;7906;0;2020;7;3;14
402;126655;7913;0;2020;7;3;14
403;126727;7940;0;2020;7;3;14
404;126727;7894;0;2020;7;3;14
405;126727;7898;0;2020;7;3;14
406;128454;7443;0;2020;7;3;14
407;126657;7586;0;2020;7;3;14
408;126657;7675;0;2020;7;3;14
409;126657;7904;0;2020;7;3;14
410;126657;7906;0;2020;7;3;14
411;126657;7565;0;2020;7;3;14
412;126688;7586;0;2020;7;3;14
413;126688;7904;0;2020;7;3;14
414;126688;7906;0;2020;7;3;14
415;126688;7922;0;2020;7;3;14
416;126901;7940;0;2020;7;3;14
417;126901;7894;0;2020;7;3;14
418;126901;7899;0;2020;7;3;14
419;126463;7587;0;2020;7;3;14
420;126463;7791;0;2020;7;3;14
421;126463;7851;0;2020;7;3;14
422;126463;7587;0;2020;7;3;14
423;126463;7791;0;2020;7;3;14
424;126463;7851;0;2020;7;3;14
425;126465;7585;0;2020;7;3;14
426;126491;7939;0;2020;7;3;14
427;126491;7896;0;2020;7;3;14
428;126728;7939;0;2020;7;3;14
429;126728;7896;0;2020;7;3;14
430;126728;7897;0;2020;7;3;14
431;128336;7982;0;2020;7;3;14
432;126488;7939;0;2020;7;3;15
433;126488;7896;0;2020;7;3;15
434;126488;7893;0;2020;7;3;15
435;126488;7939;0;2020;7;3;15
436;126488;7896;0;2020;7;3;15
437;126488;7893;0;2020;7;3;15
438;126488;7939;0;2020;7;3;15
439;126488;7896;0;2020;7;3;15
440;126488;7893;0;2020;7;3;15
441;128336;7982;0;2020;7;3;15
442;126899;7586;0;2020;7;3;15
443;126899;7556;0;2020;7;3;15
444;126899;7904;0;2020;7;3;15
445;126899;7906;0;2020;7;3;15
446;128336;7982;0;2020;7;3;15
447;128336;7982;0;2020;7;3;15
448;128336;7982;0;2020;7;3;18
449;128336;7982;0;2020;7;3;18
450;128162;7959;0;2020;7;3;18
451;128088;7930;0;2020;7;3;18
452;128336;7982;0;2020;7;3;18
453;128336;7982;0;2020;7;3;18
454;128407;7962;0;2020;7;3;19
455;128407;7962;0;2020;7;3;21
456;128459;8020;0;2020;7;4;0
457;128448;8017;0;2020;7;4;5
458;128409;7747;0;2020;7;4;9
459;128407;7962;0;2020;7;4;9
460;128407;7962;0;2020;7;4;11
461;128407;7962;0;2020;7;4;11
462;128336;7982;0;2020;7;4;11
463;128088;7930;0;2020;7;4;13
464;128459;8020;0;2020;7;4;14
465;128459;8020;0;2020;7;4;16
466;128336;7982;0;2020;7;4;17
467;128336;7982;0;2020;7;4;17
468;128162;7959;0;2020;7;4;19
469;128460;8021;0;2020;7;4;19
470;128460;8021;0;2020;7;4;20
471;128291;7585;0;2020;7;4;21
472;128291;7838;0;2020;7;4;21
473;128407;7962;0;2020;7;5;8
474;128336;7982;0;2020;7;5;9
475;128336;7982;0;2020;7;5;9
476;128407;7962;0;2020;7;5;12
477;128407;7962;0;2020;7;5;13
478;128407;7962;0;2020;7;5;14
479;128407;7962;0;2020;7;5;14
480;128028;7917;0;2020;7;5;16
481;128028;7443;0;2020;7;5;16
482;128317;7959;0;2020;7;5;20
483;128317;7988;0;2020;7;5;20
484;128336;7982;0;2020;7;5;20
485;128336;7982;0;2020;7;5;20
486;128336;7982;0;2020;7;5;20
487;128336;7982;0;2020;7;5;20
488;128336;7982;0;2020;7;5;20
489;128111;7937;0;2020;7;5;20
490;128443;7982;0;2020;7;6;6
491;128407;7962;0;2020;7;6;8
492;128336;7982;0;2020;7;6;9
493;128336;7982;0;2020;7;6;9
494;126690;7586;0;2020;7;6;9
495;126690;7920;0;2020;7;6;9
496;126655;7586;0;2020;7;6;10
497;126655;7904;0;2020;7;6;10
498;126655;7906;0;2020;7;6;10
499;126655;7913;0;2020;7;6;10
500;126655;7586;0;2020;7;6;10
501;126655;7904;0;2020;7;6;10
502;126655;7906;0;2020;7;6;10
503;126655;7913;0;2020;7;6;10
504;128461;8022;0;2020;7;6;10
505;128461;8023;0;2020;7;6;10
506;126683;7586;0;2020;7;6;10
507;126683;7694;0;2020;7;6;10
508;126683;7556;0;2020;7;6;10
509;126707;7939;0;2020;7;6;11
510;126707;7896;0;2020;7;6;11
511;126690;7586;0;2020;7;6;11
512;126690;7920;0;2020;7;6;11
513;126683;7586;0;2020;7;6;11
514;126683;7694;0;2020;7;6;11
515;126683;7556;0;2020;7;6;11
516;126655;7586;0;2020;7;6;11
517;126655;7904;0;2020;7;6;11
518;126655;7906;0;2020;7;6;11
519;126655;7913;0;2020;7;6;11
520;126899;7586;0;2020;7;6;11
521;126899;7556;0;2020;7;6;11
522;126899;7904;0;2020;7;6;11
523;126899;7906;0;2020;7;6;11
524;126728;7939;0;2020;7;6;11
525;126728;7896;0;2020;7;6;11
526;126728;7897;0;2020;7;6;11
527;126491;7939;0;2020;7;6;11
528;126491;7896;0;2020;7;6;11
529;126693;7586;0;2020;7;6;11
530;126693;7904;0;2020;7;6;11
531;126693;7906;0;2020;7;6;11
532;126693;7565;0;2020;7;6;11
533;126465;7585;0;2020;7;6;11
534;126481;7586;0;2020;7;6;11
535;126481;7921;0;2020;7;6;11
536;126901;7940;0;2020;7;6;11
537;126901;7894;0;2020;7;6;11
538;126901;7899;0;2020;7;6;11
539;126689;7587;0;2020;7;6;11
540;126688;7586;0;2020;7;6;11
541;126688;7904;0;2020;7;6;11
542;126688;7906;0;2020;7;6;11
543;126688;7922;0;2020;7;6;11
544;126688;7586;0;2020;7;6;11
545;126688;7904;0;2020;7;6;11
546;126688;7906;0;2020;7;6;11
547;126688;7922;0;2020;7;6;11
548;126688;7586;0;2020;7;6;11
549;126688;7904;0;2020;7;6;11
550;126688;7906;0;2020;7;6;11
551;126688;7922;0;2020;7;6;11
552;126931;7586;0;2020;7;6;11
553;126931;7907;0;2020;7;6;11
554;126931;7904;0;2020;7;6;11
555;126931;7906;0;2020;7;6;11
556;126727;7940;0;2020;7;6;11
557;126727;7894;0;2020;7;6;11
558;126727;7898;0;2020;7;6;11
559;126657;7586;0;2020;7;6;11
560;126657;7675;0;2020;7;6;11
561;126657;7904;0;2020;7;6;11
562;126657;7906;0;2020;7;6;11
563;126657;7565;0;2020;7;6;11
564;126727;7940;0;2020;7;6;11
565;126727;7894;0;2020;7;6;11
566;126727;7898;0;2020;7;6;11
567;126657;7586;0;2020;7;6;11
568;126657;7675;0;2020;7;6;11
569;126657;7904;0;2020;7;6;11
570;126657;7906;0;2020;7;6;11
571;126657;7565;0;2020;7;6;11
572;126900;7586;0;2020;7;6;11
573;126900;7904;0;2020;7;6;11
574;128012;7586;0;2020;7;6;11
575;128012;7896;0;2020;7;6;11
576;128012;7556;0;2020;7;6;11
577;126463;7587;0;2020;7;6;11
578;126463;7791;0;2020;7;6;11
579;126463;7851;0;2020;7;6;11
580;126975;7939;0;2020;7;6;11
581;126975;7693;0;2020;7;6;11
582;126975;7896;0;2020;7;6;11
583;126975;7900;0;2020;7;6;11
584;126895;7586;0;2020;7;6;11
585;126895;7678;0;2020;7;6;11
586;126895;7337;0;2020;7;6;11
587;126895;7556;0;2020;7;6;11
588;126895;7904;0;2020;7;6;11
589;126895;7906;0;2020;7;6;11
590;126692;7939;0;2020;7;6;11
591;126692;7895;0;2020;7;6;11
592;126692;7896;0;2020;7;6;11
593;126687;7586;0;2020;7;6;11
594;126687;7904;0;2020;7;6;11
595;126687;7906;0;2020;7;6;11
596;126929;7939;0;2020;7;6;11
597;126929;7895;0;2020;7;6;11
598;126929;7896;0;2020;7;6;11
599;126688;7586;0;2020;7;6;11
600;126688;7904;0;2020;7;6;11
601;126688;7906;0;2020;7;6;11
602;126688;7922;0;2020;7;6;11
603;126688;7586;0;2020;7;6;12
604;126688;7904;0;2020;7;6;12
605;126688;7906;0;2020;7;6;12
606;126688;7922;0;2020;7;6;12
607;128407;7962;0;2020;7;6;12
608;126488;7939;0;2020;7;6;13
609;126488;7896;0;2020;7;6;13
610;126488;7893;0;2020;7;6;13
611;126688;7586;0;2020;7;6;14
612;126688;7904;0;2020;7;6;14
613;126688;7906;0;2020;7;6;14
614;126688;7922;0;2020;7;6;14
615;126688;7586;0;2020;7;6;14
616;126688;7904;0;2020;7;6;14
617;126688;7906;0;2020;7;6;14
618;126688;7922;0;2020;7;6;14
619;126688;7586;0;2020;7;6;14
620;126688;7904;0;2020;7;6;14
621;126688;7906;0;2020;7;6;14
622;126688;7922;0;2020;7;6;14
623;126688;7586;0;2020;7;6;14
624;126688;7904;0;2020;7;6;14
625;126688;7906;0;2020;7;6;14
626;126688;7922;0;2020;7;6;14
627;126491;7939;0;2020;7;6;14
628;126491;7896;0;2020;7;6;14
629;126689;7587;0;2020;7;6;14
630;126655;7586;0;2020;7;6;15
631;126655;7904;0;2020;7;6;15
632;126655;7906;0;2020;7;6;15
633;126655;7913;0;2020;7;6;15
634;126465;7585;0;2020;7;6;15
635;126481;7586;0;2020;7;6;15
636;126481;7921;0;2020;7;6;15
637;126728;7939;0;2020;7;6;15
638;126728;7896;0;2020;7;6;15
639;126728;7897;0;2020;7;6;15
640;126727;7940;0;2020;7;6;15
641;126727;7894;0;2020;7;6;15
642;126727;7898;0;2020;7;6;15
643;126931;7586;0;2020;7;6;15
644;126931;7907;0;2020;7;6;15
645;126931;7904;0;2020;7;6;15
646;126931;7906;0;2020;7;6;15
647;126657;7586;0;2020;7;6;15
648;126657;7675;0;2020;7;6;15
649;126657;7904;0;2020;7;6;15
650;126657;7906;0;2020;7;6;15
651;126657;7565;0;2020;7;6;15
652;126900;7586;0;2020;7;6;15
653;126900;7904;0;2020;7;6;15
654;128456;7443;0;2020;7;6;15
655;126687;7586;0;2020;7;6;15
656;126687;7904;0;2020;7;6;15
657;126687;7906;0;2020;7;6;15
658;126900;7586;0;2020;7;6;15
659;126900;7904;0;2020;7;6;15
660;126975;7939;0;2020;7;6;15
661;126975;7693;0;2020;7;6;15
662;126975;7896;0;2020;7;6;15
663;126975;7900;0;2020;7;6;15
664;126481;7586;0;2020;7;6;16
665;126481;7921;0;2020;7;6;16
666;128291;7585;0;2020;7;6;21
667;128291;7838;0;2020;7;6;21
668;128407;7962;0;2020;7;7;8
669;128409;7747;0;2020;7;7;9
670;126687;7586;0;2020;7;7;10
671;126687;7904;0;2020;7;7;10
672;126687;7906;0;2020;7;7;10
673;126688;7586;0;2020;7;7;10
674;126688;7904;0;2020;7;7;10
675;126688;7906;0;2020;7;7;10
676;126688;7922;0;2020;7;7;10
677;126688;7586;0;2020;7;7;10
678;126688;7904;0;2020;7;7;10
679;126688;7906;0;2020;7;7;10
680;126688;7922;0;2020;7;7;10
681;126683;7586;0;2020;7;7;11
682;126683;7694;0;2020;7;7;11
683;126688;7586;0;2020;7;7;11
684;126688;7904;0;2020;7;7;11
685;126688;7906;0;2020;7;7;11
686;126688;7922;0;2020;7;7;11
687;126688;7586;0;2020;7;7;11
688;126688;7904;0;2020;7;7;11
689;126688;7906;0;2020;7;7;11
690;126688;7922;0;2020;7;7;11
691;126688;7586;0;2020;7;7;11
692;126688;7904;0;2020;7;7;11
693;126688;7906;0;2020;7;7;11
694;126688;7922;0;2020;7;7;11
695;128407;7962;0;2020;7;7;12
696;128088;7930;0;2020;7;7;13
697;126463;7587;0;2020;7;7;13
698;126463;7791;0;2020;7;7;13
699;126463;7851;0;2020;7;7;13
700;128409;7747;0;2020;7;7;13
701;126693;7586;0;2020;7;7;14
702;126693;7904;0;2020;7;7;14
703;126693;7906;0;2020;7;7;14
704;126693;7565;0;2020;7;7;14
705;126687;7586;0;2020;7;7;14
706;126687;7904;0;2020;7;7;14
707;126687;7906;0;2020;7;7;14
708;127475;7729;0;2020;7;7;14
709;127475;8019;0;2020;7;7;14
710;128409;7747;0;2020;7;7;15
711;127475;7729;0;2020;7;7;15
712;127475;8019;0;2020;7;7;15
713;127475;7729;0;2020;7;7;15
714;127475;8019;0;2020;7;7;15
715;127473;7729;0;2020;7;7;15
716;127473;7773;0;2020;7;7;15
717;127473;7729;0;2020;7;7;15
718;127473;7773;0;2020;7;7;15
719;128407;7962;0;2020;7;8;6
720;128467;7974;0;2020;7;8;11
721;128467;7974;0;2020;7;8;11
722;128467;7974;0;2020;7;8;12
723;126491;7939;0;2020;7;8;14
724;126491;7896;0;2020;7;8;14
725;126491;7939;0;2020;7;8;14
726;126491;7896;0;2020;7;8;14
727;126975;7939;0;2020;7;8;14
728;126975;7693;0;2020;7;8;14
729;126975;7896;0;2020;7;8;14
730;126975;7900;0;2020;7;8;14
731;128463;7939;0;2020;7;8;15
732;128463;8036;0;2020;7;8;15
